Target,Model,AUC,AUC_ROC,BEDROC,EF0.5,EF1,EF5,Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr,NNscore(ODDT)@GlideSP,,0.571 ,0.130 ,,2.67,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tp,NNscore(ODDT)@GlideSP,,0.423 ,0.007 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pnp,NNscore(ODDT)@GlideSP,,0.494 ,0.013 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
catl,NNscore(ODDT)@GlideSP,,0.524 ,0.093 ,,2.37,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gr,NNscore(ODDT)@GlideSP,,0.555 ,0.070 ,,2.35,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jnk2,NNscore(ODDT)@GlideSP,,0.416 ,0.073 ,,2.50,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cox1,NNscore(ODDT)@GlideSP,,0.462 ,0.047 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qpct,NNscore(ODDT)@GlideSP,,0.523 ,0.001 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegfr1,NNscore(ODDT)@GlideSP,,0.553 ,0.053 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ace2,NNscore(ODDT)@GlideSP,,0.594 ,0.079 ,,2.38,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mdm2,NNscore(ODDT)@GlideSP,,0.293 ,0.000 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alr2,NNscore(ODDT)@GlideSP,,0.444 ,0.051 ,,2.36,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11betahsd1,NNscore(ODDT)@GlideSP,,0.678 ,0.041 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erbb2,NNscore(ODDT)@GlideSP,,0.665 ,0.115 ,,4.93,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyp2a6,NNscore(ODDT)@GlideSP,,0.369 ,0.000 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmp2,NNscore(ODDT)@GlideSP,,0.466 ,0.012 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bcl2,NNscore(ODDT)@GlideSP,,0.729 ,0.206 ,,4.70,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pygl-out,NNscore(ODDT)@GlideSP,,0.526 ,0.079 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gsk3b,NNscore(ODDT)@GlideSP,,0.530 ,0.139 ,,2.32,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lck,NNscore(ODDT)@GlideSP,,0.434 ,0.007 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jak3,NNscore(ODDT)@GlideSP,,0.563 ,0.041 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aurkb,NNscore(ODDT)@GlideSP,,0.540 ,0.148 ,,4.67,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aurka,RF-Scorev1(ODDT)@GlideSP,,0.615 ,0.183 ,,7.16,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pim-1,RF-Scorev1(ODDT)@GlideSP,,0.540 ,0.004 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tk,RF-Scorev1(ODDT)@GlideSP,,0.481 ,0.033 ,,2.43,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mk2,RF-Scorev1(ODDT)@GlideSP,,0.727 ,0.005 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pim-2,RF-Scorev1(ODDT)@GlideSP,,0.618 ,0.177 ,,7.15,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hmgr,RF-Scorev1(ODDT)@GlideSP,,0.483 ,0.000 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ppara,RF-Scorev1(ODDT)@GlideSP,,0.639 ,0.210 ,,7.49,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pi3kg,RF-Scorev1(ODDT)@GlideSP,,0.657 ,0.093 ,,2.39,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sirt2,RF-Scorev1(ODDT)@GlideSP,,0.461 ,0.072 ,,2.35,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gba,RF-Scorev1(ODDT)@GlideSP,,0.640 ,0.155 ,,2.38,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hdac2,RF-Scorev1(ODDT)@GlideSP,,0.654 ,0.047 ,,2.33,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inha,RF-Scorev1(ODDT)@GlideSP,,0.371 ,0.003 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ache,RF-Scorev1(ODDT)@GlideSP,,0.563 ,0.154 ,,4.70,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegfr2,RF-Scorev1(ODDT)@GlideSP,,0.587 ,0.065 ,,2.41,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxr,RF-Scorev1(ODDT)@GlideSP,,0.727 ,0.518 ,,18.14,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thrombin,RF-Scorev1(ODDT)@GlideSP,,0.678 ,0.139 ,,4.90,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fkbp1a,RF-Scorev1(ODDT)@GlideSP,,0.415 ,0.000 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sars-hcov,RF-Scorev1(ODDT)@GlideSP,,0.505 ,0.144 ,,4.74,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hiv1rt,RF-Scorev1(ODDT)@GlideSP,,0.562 ,0.110 ,,4.93,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2a,RF-Scorev1(ODDT)@GlideSP,,0.674 ,0.046 ,,2.36,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kif11,RF-Scorev1(ODDT)@GlideSP,,0.573 ,0.193 ,,6.98,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdk2,RF-Scorev1(ODDT)@GlideSP,,0.587 ,0.023 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adam17,RF-Scorev1(ODDT)@GlideSP,,0.386 ,0.081 ,,2.37,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akt1,RF-Scorev1(ODDT)@GlideSP,,0.567 ,0.019 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tie2,RF-Scorev1(ODDT)@GlideSP,,0.644 ,0.054 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RF-Scorev1(ODDT)@GlideSP,,0.569 ,0.015 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
igf1r,RF-Scorev1(ODDT)@GlideSP,,0.667 ,0.008 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pygl-in,RF-Scorev1(ODDT)@GlideSP,,0.478 ,0.000 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parp-1,RF-Scorev1(ODDT)@GlideSP,,0.550 ,0.042 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jnk1,RF-Scorev1(ODDT)@GlideSP,,0.692 ,0.059 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adrb2,RF-Scorev1(ODDT)@GlideSP,,0.486 ,0.028 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsp90,RF-Scorev1(ODDT)@GlideSP,,0.521 ,0.032 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ts,RF-Scorev1(ODDT)@GlideSP,,0.627 ,0.128 ,,4.69,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpa,RF-Scorev1(ODDT)@GlideSP,,0.537 ,0.007 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upa,RF-Scorev1(ODDT)@GlideSP,,0.520 ,0.043 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prkcq,RF-Scorev1(ODDT)@GlideSP,,0.567 ,0.007 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pde5,RF-Scorev1(ODDT)@GlideSP,,0.608 ,0.002 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dhfr,RF-Scorev1(ODDT)@GlideSP,,0.678 ,0.033 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rock-1,RF-Scorev1(ODDT)@GlideSP,,0.560 ,0.049 ,,2.32,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
egfr,RF-Scorev1(ODDT)@GlideSP,,0.560 ,0.044 ,,2.38,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctsk,RF-Scorev1(ODDT)@GlideSP,,0.648 ,0.043 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hdac8,RF-Scorev1(ODDT)@GlideSP,,0.381 ,0.030 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
itk,RF-Scorev1(ODDT)@GlideSP,,0.674 ,0.023 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdk1,RF-Scorev1(ODDT)@GlideSP,,0.572 ,0.010 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p38-alpha,RF-Scorev1(ODDT)@GlideSP,,0.660 ,0.002 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
er-beta,RF-Scorev1(ODDT)@GlideSP,,0.355 ,0.272 ,,12.70,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ar,RF-Scorev1(ODDT)@GlideSP,,0.546 ,0.286 ,,3.22,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pde4b,RF-Scorev1(ODDT)@GlideSP,,0.472 ,0.037 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fxa,RF-Scorev1(ODDT)@GlideSP,,0.741 ,0.097 ,,2.55,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17betahsd1,RF-Scorev1(ODDT)@GlideSP,,0.396 ,0.040 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jnk3,RF-Scorev1(ODDT)@GlideSP,,0.628 ,0.029 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fgfr1,RF-Scorev1(ODDT)@GlideSP,,0.596 ,0.001 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
braf,RF-Scorev1(ODDT)@GlideSP,,0.559 ,0.001 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
src,RF-Scorev1(ODDT)@GlideSP,,0.571 ,0.022 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ephb4,RF-Scorev1(ODDT)@GlideSP,,0.666 ,0.014 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pparg,RF-Scorev1(ODDT)@GlideSP,,0.650 ,0.148 ,,4.75,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cox2,RF-Scorev1(ODDT)@GlideSP,,0.371 ,0.000 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hiv1pr,RF-Scorev1(ODDT)@GlideSP,,0.832 ,0.533 ,,17.70,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ace,RF-Scorev1(ODDT)@GlideSP,,0.527 ,0.154 ,,2.38,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr,RF-Scorev1(ODDT)@GlideSP,,0.526 ,0.068 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tp,RF-Scorev1(ODDT)@GlideSP,,0.280 ,0.000 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pnp,RF-Scorev1(ODDT)@GlideSP,,0.596 ,0.134 ,,4.74,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
catl,RF-Scorev1(ODDT)@GlideSP,,0.708 ,0.049 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gr,RF-Scorev1(ODDT)@GlideSP,,0.489 ,0.072 ,,2.35,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jnk2,RF-Scorev1(ODDT)@GlideSP,,0.565 ,0.004 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cox1,RF-Scorev1(ODDT)@GlideSP,,0.393 ,0.000 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qpct,RF-Scorev1(ODDT)@GlideSP,,0.570 ,0.009 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegfr1,RF-Scorev1(ODDT)@GlideSP,,0.657 ,0.193 ,,7.49,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ace2,RF-Scorev1(ODDT)@GlideSP,,0.615 ,0.137 ,,4.77,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mdm2,RF-Scorev1(ODDT)@GlideSP,,0.350 ,0.003 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alr2,RF-Scorev1(ODDT)@GlideSP,,0.455 ,0.001 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11betahsd1,RF-Scorev1(ODDT)@GlideSP,,0.496 ,0.001 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erbb2,RF-Scorev1(ODDT)@GlideSP,,0.722 ,0.021 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyp2a6,RF-Scorev1(ODDT)@GlideSP,,0.412 ,0.000 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmp2,RF-Scorev1(ODDT)@GlideSP,,0.426 ,0.000 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bcl2,RF-Scorev1(ODDT)@GlideSP,,0.791 ,0.600 ,,18.82,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pygl-out,RF-Scorev1(ODDT)@GlideSP,,0.495 ,0.074 ,,2.38,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gsk3b,RF-Scorev1(ODDT)@GlideSP,,0.595 ,0.002 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lck,RF-Scorev1(ODDT)@GlideSP,,0.556 ,0.007 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jak3,RF-Scorev1(ODDT)@GlideSP,,0.672 ,0.072 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aurkb,RF-Scorev1(ODDT)@GlideSP,,0.693 ,0.203 ,,7.01,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aurka,RF-Scorev2(ODDT)@GlideSP,,0.673 ,0.072 ,,2.39,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pim-1,RF-Scorev2(ODDT)@GlideSP,,0.553 ,0.067 ,,2.33,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tk,RF-Scorev2(ODDT)@GlideSP,,0.537 ,0.004 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mk2,RF-Scorev2(ODDT)@GlideSP,,0.756 ,0.180 ,,5.24,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pim-2,RF-Scorev2(ODDT)@GlideSP,,0.606 ,0.036 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
