Target,Model,Percentile,EF,n,N,Ns,ns,PM,ROCE,CCR,REF,MCC,CKC,RIE,AUC_ROC,BEDROC
glcm,GNINA,1.0,7.41,54,3834,39,4.07,0.891,8.157,0.533,10.437,0.078,0.077,7.41,,0.1
gria2,GNINA,1.0,18.35,158,11662,117,29.087,0.96,24.091,0.588,24.861,0.205,0.202,18.35,,0.3
grik1,GNINA,1.0,12.0,101,6620,67,12.266,0.935,14.465,0.557,18.308,0.138,0.136,12.0,,0.2
hdac2,GNINA,1.0,3.78,180,10352,104,6.836,0.799,3.976,0.514,6.573,0.037,0.036,3.78,,0.09
hdac8,GNINA,1.0,16.47,164,10481,105,27.06,0.956,21.841,0.579,25.771,0.196,0.191,16.47,,0.31
hivint,GNINA,1.0,0.0,100,6673,67,0.0,0.0,0.0,0.495,0.0,-0.012,-0.012,0.0,,0.01
hivpr,GNINA,1.0,28.36,519,35905,360,147.578,0.979,47.368,0.639,40.994,0.333,0.328,28.36,,0.45
hivrt,GNINA,1.0,11.28,337,18737,188,38.141,0.933,13.896,0.553,20.288,0.14,0.134,11.28,,0.22
hmdh,GNINA,1.0,36.47,168,8878,89,61.421,0.991,115.467,0.681,69.013,0.496,0.471,36.47,,0.65
hs90a,GNINA,1.0,11.36,86,4840,49,9.891,0.933,13.98,0.553,20.185,0.141,0.135,11.36,,0.17
hxk4,GNINA,1.0,20.65,91,4720,48,19.11,0.971,33.648,0.602,39.812,0.279,0.265,20.65,,0.31
igf1r,GNINA,1.0,30.41,147,9044,91,44.979,0.983,59.155,0.65,49.428,0.381,0.37,30.41,,0.48
inha,GNINA,1.0,2.33,43,2329,24,1.032,0.705,2.39,0.507,4.302,0.019,0.018,2.33,,0.04
ital,GNINA,1.0,6.57,136,8377,84,8.96,0.879,7.235,0.528,10.666,0.072,0.07,6.57,,0.11
jak2,GNINA,1.0,28.04,106,6465,65,29.883,0.981,51.05,0.638,45.974,0.352,0.341,28.04,,0.47
kif11,GNINA,1.0,37.93,116,6837,69,44.404,0.991,104.602,0.69,64.354,0.49,0.473,37.93,,0.57
kit,GNINA,1.0,13.86,165,10323,104,23.04,0.946,17.52,0.566,22.153,0.165,0.161,13.86,,0.22
kith,GNINA,1.0,38.6,57,2894,29,22.048,0.994,157.838,0.692,76.026,0.536,0.506,38.6,,0.61
kpcb,GNINA,1.0,23.7,126,8611,87,30.171,0.973,35.751,0.616,34.679,0.279,0.275,23.7,,0.36
lck,GNINA,1.0,15.24,416,27305,274,63.619,0.951,19.546,0.573,23.219,0.178,0.174,15.24,,0.26
lkha4,GNINA,1.0,15.29,170,7992,80,26.019,0.957,22.178,0.573,32.524,0.212,0.197,15.29,,0.3
mapk2,GNINA,1.0,16.83,100,6155,62,16.953,0.958,22.787,0.581,27.344,0.205,0.199,16.83,,0.31
mcr,GNINA,1.0,10.64,38,2490,25,4.059,0.926,12.509,0.549,16.238,0.121,0.118,10.64,,0.23
met,GNINA,1.0,37.95,165,11027,111,63.032,0.989,86.504,0.689,56.786,0.459,0.45,37.95,,0.56
mk01,GNINA,1.0,10.13,78,4485,45,7.928,0.924,12.082,0.547,17.617,0.122,0.118,10.13,,0.19
mk10,GNINA,1.0,7.69,103,6558,66,7.971,0.896,8.609,0.534,12.078,0.085,0.083,7.69,,0.13
mk14,GNINA,1.0,19.38,578,35731,358,112.233,0.965,27.773,0.594,31.35,0.237,0.23,19.38,,0.32
mmp13,GNINA,1.0,9.09,567,37374,374,51.576,0.912,10.384,0.541,13.79,0.101,0.099,9.09,,0.17
mp2k1,GNINA,1.0,5.83,120,8089,81,7.006,0.863,6.287,0.525,8.649,0.06,0.058,5.83,,0.13
nos1,GNINA,1.0,8.0,100,8044,81,8.056,0.898,8.773,0.536,9.945,0.079,0.079,8.0,,0.13
nram,GNINA,1.0,17.35,98,4300,43,17.003,0.966,28.044,0.584,39.542,0.251,0.23,17.35,,0.3
pa2ga,GNINA,1.0,9.18,98,5212,53,9.148,0.916,10.887,0.542,17.261,0.115,0.109,9.18,,0.16
parp1,GNINA,1.0,16.14,507,30174,302,81.9,0.956,21.774,0.577,27.119,0.199,0.192,16.14,,0.31
pde5a,GNINA,1.0,14.32,379,27420,275,54.431,0.946,17.607,0.568,19.793,0.159,0.157,14.32,,0.24
pgh1,GNINA,1.0,9.23,174,9195,92,16.069,0.916,10.972,0.542,17.466,0.115,0.109,9.23,,0.17
pgh2,GNINA,1.0,17.24,365,17398,174,62.933,0.964,26.442,0.583,36.169,0.239,0.223,17.24,,0.29
plk1,GNINA,1.0,38.68,106,6789,68,41.067,0.99,96.135,0.692,60.393,0.477,0.466,38.68,,0.61
pnph,GNINA,1.0,35.29,103,7010,71,36.815,0.986,72.219,0.676,51.853,0.424,0.416,35.29,,0.57
ppara,GNINA,1.0,4.83,371,16295,163,17.925,0.841,5.303,0.52,10.997,0.059,0.054,4.83,,0.11
ppard,GNINA,1.0,4.58,239,11497,115,10.949,0.832,4.957,0.518,9.521,0.052,0.049,4.58,,0.08
pparg,GNINA,1.0,5.99,482,24949,250,28.931,0.869,6.643,0.525,11.572,0.07,0.067,5.99,,0.12
prgr,GNINA,1.0,18.43,223,12892,129,41.124,0.964,26.587,0.589,31.879,0.232,0.224,18.43,,0.32
ptn1,GNINA,1.0,25.38,128,7312,74,32.877,0.978,44.872,0.626,44.429,0.329,0.317,25.38,,0.45
pur2,GNINA,1.0,52.0,50,2717,28,26.794,0.999,1185.333,0.768,95.694,0.713,0.683,52.0,,0.92
pygm,GNINA,1.0,3.9,77,3978,40,3.02,0.805,4.137,0.515,7.549,0.041,0.039,3.9,,0.08
pyrd,GNINA,1.0,22.52,109,6070,61,24.668,0.974,37.131,0.61,40.44,0.293,0.281,22.52,,0.34
reni,GNINA,1.0,8.74,104,7010,71,9.206,0.908,9.893,0.54,12.967,0.096,0.094,8.74,,0.15
rock1,GNINA,1.0,19.0,99,6263,63,18.921,0.964,26.727,0.592,30.034,0.23,0.224,19.0,,0.29
rxra,GNINA,1.0,35.88,113,4673,47,40.779,0.996,264.506,0.68,86.763,0.553,0.503,35.88,,0.58
sahh,GNINA,1.0,0.0,63,3477,35,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,,0.04
src,GNINA,1.0,11.83,519,34158,342,61.473,0.934,14.203,0.555,17.975,0.135,0.132,11.83,,0.27
tgfr1,GNINA,1.0,28.57,133,8465,85,38.155,0.981,51.026,0.641,44.888,0.351,0.342,28.57,,0.47
thb,GNINA,1.0,34.95,97,4975,50,34.072,0.991,107.572,0.674,68.144,0.482,0.456,34.95,,0.54
thrb,GNINA,1.0,35.14,452,26837,269,159.206,0.988,84.644,0.674,59.184,0.45,0.435,35.14,,0.57
try1,GNINA,1.0,22.94,439,21780,218,100.799,0.977,41.81,0.612,46.238,0.316,0.297,22.94,,0.43
tryb1,GNINA,1.0,2.03,148,7660,77,3.02,0.674,2.072,0.505,3.922,0.015,0.014,2.03,,0.07
tysy,GNINA,1.0,30.28,109,6758,68,33.21,0.983,58.231,0.65,48.839,0.378,0.367,30.28,,0.49
urok,GNINA,1.0,12.35,162,9687,97,20.034,0.939,15.304,0.558,20.653,0.149,0.144,12.35,,0.25
vgfr2,GNINA,1.0,22.74,379,17864,179,86.358,0.977,43.005,0.611,48.245,0.322,0.3,22.74,,0.38
wee1,GNINA,1.0,59.41,102,6123,62,61.36,1.0,5661.722,0.801,98.968,0.769,0.745,59.41,,0.84
xiap,GNINA,1.0,35.35,99,5117,52,35.564,0.991,109.677,0.678,68.393,0.489,0.464,35.35,,0.59
aa2ar,RF-Score-VS,1.0,2.28,481,10862,109,11.005,0.708,2.424,0.507,10.096,0.028,0.021,2.28,,0.04
abl1,RF-Score-VS,1.0,11.05,180,9814,99,20.064,0.932,13.605,0.552,20.267,0.139,0.133,11.05,,0.19
ace,RF-Score-VS,1.0,5.71,278,17051,171,15.919,0.861,6.193,0.524,9.31,0.061,0.059,5.71,,0.1
aces,RF-Score-VS,1.0,3.97,441,25390,254,17.515,0.807,4.19,0.515,6.896,0.04,0.038,3.97,,0.09
ada,RF-Score-VS,1.0,4.3,93,5527,56,4.052,0.82,4.557,0.517,7.235,0.044,0.042,4.3,,0.1
ada17,RF-Score-VS,1.0,2.82,516,36010,361,14.588,0.743,2.897,0.509,4.041,0.022,0.022,2.82,,0.07
adrb1,RF-Score-VS,1.0,0.4,247,15925,160,0.993,0.284,0.396,0.497,0.62,-0.008,-0.007,0.4,,0.03
adrb2,RF-Score-VS,1.0,0.87,231,14649,147,2.017,0.465,0.868,0.499,1.372,-0.002,-0.002,0.87,,0.02
akt1,RF-Score-VS,1.0,1.37,292,16176,162,4.006,0.58,1.379,0.502,2.473,0.005,0.005,1.37,,0.04
akt2,RF-Score-VS,1.0,0.85,116,6745,68,0.994,0.459,0.848,0.499,1.462,-0.002,-0.002,0.85,,0.02
aldr,RF-Score-VS,1.0,1.26,158,9054,91,2.001,0.559,1.266,0.501,2.199,0.003,0.003,1.26,,0.03
ampc,RF-Score-VS,1.0,0.0,48,2866,29,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,,0.01
andr,RF-Score-VS,1.0,1.49,178,10025,101,2.672,0.601,1.503,0.503,2.646,0.007,0.006,1.49,,0.03
aofb,RF-Score-VS,1.0,0.82,121,6975,70,0.996,0.45,0.817,0.499,1.423,-0.002,-0.002,0.82,,0.02
bace1,RF-Score-VS,1.0,18.37,280,17898,179,51.442,0.962,25.375,0.588,28.738,0.22,0.215,18.37,,0.3
braf,RF-Score-VS,1.0,12.5,150,9887,99,18.775,0.938,15.191,0.558,18.964,0.144,0.14,12.5,,0.2
cah2,RF-Score-VS,1.0,18.5,492,31266,313,91.119,0.963,25.687,0.589,29.111,0.223,0.217,18.5,,0.3
casp3,RF-Score-VS,1.0,2.02,199,10828,109,4.047,0.673,2.059,0.505,3.712,0.014,0.013,2.02,,0.04
cdk2,RF-Score-VS,1.0,0.85,471,27755,278,4.01,0.459,0.848,0.499,1.442,-0.002,-0.002,0.85,,0.02
comt,RF-Score-VS,1.0,0.0,41,3872,39,0.0,0.0,0.0,0.495,0.0,-0.01,-0.01,0.0,,0.0
cp2c9,RF-Score-VS,1.0,5.0,120,7325,74,6.061,0.843,5.357,0.521,8.191,0.052,0.051,5.0,,0.09
cp3a4,RF-Score-VS,1.0,3.59,160,11766,118,5.761,0.788,3.723,0.513,4.882,0.031,0.03,3.59,,0.07
cxcr4,RF-Score-VS,1.0,0.0,39,3413,35,0.0,0.0,0.0,0.495,0.0,-0.011,-0.011,0.0,,0.0
def,RF-Score-VS,1.0,4.9,99,5758,58,4.886,0.84,5.259,0.52,8.425,0.052,0.05,4.9,,0.08
dhi1,RF-Score-VS,1.0,6.36,329,19461,195,20.966,0.875,7.006,0.527,10.752,0.071,0.068,6.36,,0.12
dpp4,RF-Score-VS,1.0,0.75,532,40888,409,3.991,0.428,0.748,0.499,0.976,-0.003,-0.003,0.75,,0.02
drd3,RF-Score-VS,1.0,3.77,478,33326,334,18.061,0.797,3.928,0.514,5.407,0.034,0.033,3.77,,0.08
dyr,RF-Score-VS,1.0,1.3,231,17074,171,3.008,0.566,1.305,0.502,1.759,0.004,0.003,1.3,,0.03
egfr,RF-Score-VS,1.0,2.58,540,34875,349,13.942,0.726,2.646,0.508,3.995,0.02,0.019,2.58,,0.06
esr1,RF-Score-VS,1.0,0.0,375,20175,202,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,,0.0
esr2,RF-Score-VS,1.0,0.0,363,19336,194,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,,0.0
fa10,RF-Score-VS,1.0,13.04,537,20046,201,70.213,0.951,19.504,0.562,34.932,0.201,0.178,13.04,,0.31
fa7,RF-Score-VS,1.0,18.42,114,6114,62,21.294,0.965,27.533,0.59,34.345,0.243,0.232,18.42,,0.35
fabp4,RF-Score-VS,1.0,0.0,47,2518,26,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,,0.05
fak1,RF-Score-VS,1.0,2.0,99,5388,54,1.984,0.671,2.038,0.505,3.675,0.014,0.013,2.0,,0.05
fgfr1,RF-Score-VS,1.0,1.44,129,435,5,2.135,0.639,1.768,0.504,42.703,0.031,0.01,1.44,,1.0
fkb1a,RF-Score-VS,1.0,1.8,111,5887,59,2.002,0.646,1.828,0.504,3.394,0.011,0.011,1.8,,0.03
fnta,RF-Score-VS,1.0,8.11,589,51372,514,47.794,0.898,8.839,0.536,9.298,0.077,0.077,8.11,,0.11
fpps,RF-Score-VS,1.0,0.0,85,8817,89,0.0,0.0,0.0,0.495,0.0,-0.01,-0.01,0.0,,0.0
gcr,RF-Score-VS,1.0,2.33,183,12612,127,4.294,0.704,2.377,0.507,3.381,0.016,0.016,2.33,,0.05
glcm,RF-Score-VS,1.0,0.0,54,3834,39,0.0,0.0,0.0,0.495,0.0,-0.012,-0.012,0.0,,0.0
gria2,RF-Score-VS,1.0,4.43,158,11662,117,7.022,0.823,4.649,0.517,6.002,0.04,0.04,4.43,,0.07
grik1,RF-Score-VS,1.0,2.0,101,6620,67,2.044,0.67,2.031,0.505,3.051,0.013,0.012,2.0,,0.03
hdac2,RF-Score-VS,1.0,2.7,180,10352,104,4.883,0.736,2.784,0.509,4.695,0.023,0.022,2.7,,0.08
hdac8,RF-Score-VS,1.0,3.53,164,10481,105,5.8,0.786,3.678,0.513,5.524,0.032,0.031,3.53,,0.07
hivint,RF-Score-VS,1.0,0.0,100,6673,67,0.0,0.0,0.0,0.495,0.0,-0.012,-0.012,0.0,,0.0
hivpr,RF-Score-VS,1.0,23.51,519,35905,360,122.34,0.972,35.097,0.615,33.983,0.274,0.27,23.51,,0.36
hivrt,RF-Score-VS,1.0,0.3,337,18737,188,1.014,0.229,0.296,0.496,0.54,-0.01,-0.009,0.3,,0.02
hmdh,RF-Score-VS,1.0,4.71,168,8878,89,7.932,0.835,5.073,0.519,8.913,0.052,0.049,4.71,,0.1
hs90a,RF-Score-VS,1.0,0.0,86,4840,49,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,,0.0
hxk4,RF-Score-VS,1.0,0.0,91,4720,48,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,,0.01
igf1r,RF-Score-VS,1.0,12.84,147,9044,91,18.992,0.941,15.963,0.561,20.87,0.153,0.149,12.84,,0.2
inha,RF-Score-VS,1.0,0.0,43,2329,24,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,,0.03
ital,RF-Score-VS,1.0,0.73,136,8377,84,0.996,0.421,0.727,0.499,1.185,-0.003,-0.003,0.73,,0.05
jak2,RF-Score-VS,1.0,8.41,106,6465,65,8.963,0.906,9.595,0.538,13.789,0.096,0.094,8.41,,0.13
kif11,RF-Score-VS,1.0,14.66,116,6837,69,17.162,0.95,19.183,0.57,24.873,0.181,0.175,14.66,,0.29
kit,RF-Score-VS,1.0,6.63,165,10323,104,11.021,0.879,7.297,0.529,10.597,0.072,0.07,6.63,,0.12
kith,RF-Score-VS,1.0,1.75,57,2894,29,1.0,0.64,1.777,0.504,3.447,0.011,0.01,1.75,,0.06
kpcb,RF-Score-VS,1.0,0.0,126,8611,87,0.0,0.0,0.0,0.495,0.0,-0.012,-0.012,0.0,,0.03
lck,RF-Score-VS,1.0,3.57,416,27305,274,14.903,0.788,3.718,0.513,5.439,0.032,0.031,3.57,,0.07
lkha4,RF-Score-VS,1.0,0.0,170,7992,80,0.0,0.0,0.0,0.495,0.0,-0.015,-0.014,0.0,,0.02
mapk2,RF-Score-VS,1.0,1.98,100,6155,62,1.994,0.668,2.013,0.505,3.217,0.013,0.012,1.98,,0.04
mcr,RF-Score-VS,1.0,4.26,38,2490,25,1.625,0.818,4.487,0.517,6.501,0.041,0.04,4.26,,0.11
met,RF-Score-VS,1.0,19.28,165,11027,111,32.023,0.964,26.692,0.593,28.849,0.227,0.223,19.28,,0.32
mk01,RF-Score-VS,1.0,5.06,78,4485,45,3.96,0.845,5.452,0.521,8.8,0.054,0.052,5.06,,0.11
mk10,RF-Score-VS,1.0,4.81,103,6558,66,4.986,0.837,5.121,0.519,7.555,0.049,0.047,4.81,,0.07
mk14,RF-Score-VS,1.0,7.44,578,35731,358,43.086,0.893,8.321,0.533,12.035,0.083,0.081,7.44,,0.13
mmp13,RF-Score-VS,1.0,5.59,567,37374,374,31.717,0.857,6.015,0.523,8.481,0.057,0.056,5.59,,0.1
mp2k1,RF-Score-VS,1.0,0.83,120,8089,81,0.997,0.453,0.828,0.499,1.231,-0.002,-0.002,0.83,,0.02
nos1,RF-Score-VS,1.0,0.0,100,8044,81,0.0,0.0,0.0,0.495,0.0,-0.011,-0.011,0.0,,0.01
nram,RF-Score-VS,1.0,0.0,98,4300,43,0.0,0.0,0.0,0.495,0.0,-0.015,-0.014,0.0,,0.01
pa2ga,RF-Score-VS,1.0,0.0,98,5212,53,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,,0.03
parp1,RF-Score-VS,1.0,2.56,507,30174,302,12.99,0.725,2.63,0.508,4.301,0.021,0.02,2.56,,0.06
pde5a,RF-Score-VS,1.0,1.01,379,27420,275,3.839,0.503,1.01,0.5,1.396,0.0,0.0,1.01,,0.02
pgh1,RF-Score-VS,1.0,1.54,174,9195,92,2.681,0.609,1.556,0.503,2.914,0.008,0.007,1.54,,0.04
pgh2,RF-Score-VS,1.0,1.84,365,17398,174,6.717,0.652,1.874,0.504,3.86,0.012,0.012,1.84,,0.04
plk1,RF-Score-VS,1.0,5.66,106,6789,68,6.009,0.859,6.112,0.524,8.837,0.059,0.058,5.66,,0.11
pnph,RF-Score-VS,1.0,0.0,103,7010,71,0.0,0.0,0.0,0.495,0.0,-0.012,-0.012,0.0,,0.01
ppara,RF-Score-VS,1.0,0.8,371,16295,163,2.969,0.443,0.796,0.499,1.821,-0.003,-0.003,0.8,,0.02
ppard,RF-Score-VS,1.0,1.25,239,11497,115,2.988,0.557,1.257,0.501,2.599,0.004,0.003,1.25,,0.04
pparg,RF-Score-VS,1.0,3.1,482,24949,250,14.973,0.764,3.234,0.511,5.989,0.03,0.028,3.1,,0.08
prgr,RF-Score-VS,1.0,2.39,223,12892,129,5.333,0.71,2.45,0.507,4.134,0.019,0.018,2.39,,0.05
ptn1,RF-Score-VS,1.0,10.0,128,7312,74,12.954,0.923,11.91,0.546,17.505,0.121,0.117,10.0,,0.2
pur2,RF-Score-VS,1.0,0.0,50,2717,28,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,,0.0
pygm,RF-Score-VS,1.0,0.0,77,3978,40,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,,0.0
pyrd,RF-Score-VS,1.0,11.71,109,6070,61,12.827,0.936,14.562,0.555,21.028,0.146,0.14,11.71,,0.18
reni,RF-Score-VS,1.0,3.88,104,7010,71,4.087,0.802,4.056,0.515,5.756,0.036,0.035,3.88,,0.06
rock1,RF-Score-VS,1.0,1.0,99,6263,63,0.996,0.5,1.0,0.5,1.581,0.0,0.0,1.0,,0.02
rxra,RF-Score-VS,1.0,0.76,113,4673,47,0.864,0.43,0.756,0.499,1.838,-0.004,-0.003,0.76,,0.02
sahh,RF-Score-VS,1.0,0.0,63,3477,35,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,,0.0
src,RF-Score-VS,1.0,1.53,519,34158,342,7.95,0.607,1.543,0.503,2.325,0.007,0.006,1.53,,0.04
tgfr1,RF-Score-VS,1.0,0.75,133,8465,85,1.002,0.428,0.747,0.499,1.178,-0.003,-0.003,0.75,,0.02
thb,RF-Score-VS,1.0,1.94,97,4975,50,1.891,0.664,1.977,0.505,3.783,0.013,0.013,1.94,,0.03
thrb,RF-Score-VS,1.0,7.38,452,26837,269,33.436,0.892,8.286,0.533,12.43,0.084,0.081,7.38,,0.13
try1,RF-Score-VS,1.0,9.35,439,21780,218,41.084,0.919,11.289,0.543,18.846,0.12,0.113,9.35,,0.18
tryb1,RF-Score-VS,1.0,7.43,148,7660,77,11.054,0.895,8.508,0.533,14.356,0.091,0.086,7.43,,0.16
tysy,RF-Score-VS,1.0,3.67,109,6758,68,4.025,0.793,3.838,0.514,5.919,0.034,0.034,3.67,,0.08
urok,RF-Score-VS,1.0,2.47,162,9687,97,4.007,0.717,2.533,0.507,4.131,0.019,0.019,2.47,,0.05
vgfr2,RF-Score-VS,1.0,5.87,379,17864,179,22.292,0.868,6.563,0.525,12.454,0.072,0.067,5.87,,0.12
wee1,RF-Score-VS,1.0,1.98,102,6123,62,2.045,0.668,2.013,0.505,3.298,0.013,0.013,1.98,,0.08
xiap,RF-Score-VS,1.0,0.0,99,5117,52,0.0,0.0,0.0,0.495,0.0,-0.014,-0.014,0.0,,0.01
aa2ar,NN-Score,1.0,0.62,481,10862,109,2.993,0.379,0.609,0.498,2.746,-0.008,-0.006,0.62,,0.01
abl1,NN-Score,1.0,2.21,180,9814,99,4.013,0.693,2.261,0.506,4.053,0.017,0.016,2.21,,0.03
ace,NN-Score,1.0,4.64,278,17051,171,12.936,0.832,4.938,0.519,7.565,0.047,0.046,4.64,,0.1
aces,NN-Score,1.0,1.55,441,25390,254,6.838,0.61,1.565,0.503,2.692,0.007,0.007,1.55,,0.03
ada,NN-Score,1.0,0.0,93,5527,56,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,,0.0
ada17,NN-Score,1.0,3.76,516,36010,361,19.45,0.797,3.917,0.514,5.388,0.033,0.033,3.76,,0.07
adrb1,NN-Score,1.0,2.02,247,15925,160,5.013,0.672,2.053,0.505,3.133,0.013,0.013,2.02,,0.03
adrb2,NN-Score,1.0,3.46,231,14649,147,8.02,0.783,3.602,0.513,5.456,0.031,0.031,3.46,,0.06
akt1,NN-Score,1.0,0.0,292,16176,162,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,,0.01
akt2,NN-Score,1.0,1.71,116,6745,68,2.0,0.634,1.732,0.504,2.941,0.009,0.009,1.71,,0.05
aldr,NN-Score,1.0,0.0,158,9054,91,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,,0.01
ampc,NN-Score,1.0,0.0,48,2866,29,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,,0.01
andr,NN-Score,1.0,2.6,178,10025,101,4.663,0.728,2.677,0.508,4.616,0.022,0.021,2.6,,0.04
aofb,NN-Score,1.0,0.0,121,6975,70,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,,0.02
bace1,NN-Score,1.0,2.12,280,17898,179,5.937,0.683,2.158,0.506,3.317,0.014,0.014,2.12,,0.03
braf,NN-Score,1.0,0.66,150,9887,99,0.991,0.396,0.657,0.498,1.001,-0.004,-0.004,0.66,,0.03
cah2,NN-Score,1.0,3.66,492,31266,313,18.027,0.793,3.823,0.514,5.759,0.034,0.033,3.66,,0.06
casp3,NN-Score,1.0,4.04,199,10828,109,8.093,0.811,4.284,0.516,7.425,0.042,0.04,4.04,,0.07
cdk2,NN-Score,1.0,1.48,471,27755,278,6.982,0.599,1.492,0.502,2.512,0.006,0.006,1.48,,0.03
comt,NN-Score,1.0,4.88,41,3872,39,2.015,0.836,5.091,0.52,5.167,0.04,0.04,4.88,,0.06
cp2c9,NN-Score,1.0,0.0,120,7325,74,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,,0.01
cp3a4,NN-Score,1.0,0.0,160,11766,118,0.0,0.0,0.0,0.495,0.0,-0.012,-0.012,0.0,,0.01
cxcr4,NN-Score,1.0,5.0,39,3413,35,2.0,0.84,5.242,0.521,5.713,0.044,0.044,5.0,,0.1
def,NN-Score,1.0,1.96,99,5758,58,1.955,0.666,1.993,0.505,3.37,0.013,0.012,1.96,,0.04
dhi1,NN-Score,1.0,1.82,329,19461,195,6.0,0.649,1.846,0.504,3.077,0.011,0.01,1.82,,0.04
dpp4,NN-Score,1.0,3.19,532,40888,409,16.976,0.767,3.285,0.511,4.151,0.025,0.025,3.19,,0.06
drd3,NN-Score,1.0,1.26,478,33326,334,6.036,0.558,1.265,0.501,1.807,0.003,0.003,1.26,,0.03
dyr,NN-Score,1.0,1.3,231,17074,171,3.008,0.566,1.305,0.502,1.759,0.004,0.003,1.3,,0.04
egfr,NN-Score,1.0,2.77,540,34875,349,14.969,0.74,2.849,0.509,4.289,0.022,0.022,2.77,,0.06
esr1,NN-Score,1.0,1.31,375,20175,202,4.919,0.569,1.318,0.502,2.435,0.004,0.004,1.31,,0.02
esr2,NN-Score,1.0,0.27,363,19336,194,0.983,0.21,0.266,0.496,0.507,-0.01,-0.01,0.27,,0.01
fa10,NN-Score,1.0,0.93,537,20046,201,5.008,0.481,0.928,0.5,2.491,-0.001,-0.001,0.93,,0.03
fa7,NN-Score,1.0,0.0,114,6114,62,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,,0.02
fabp4,NN-Score,1.0,0.0,47,2518,26,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,,0.0
fak1,NN-Score,1.0,0.0,99,5388,54,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,,0.0
fgfr1,NN-Score,1.0,1.44,129,435,5,2.135,0.639,1.768,0.504,42.703,0.031,0.01,1.44,,1.0
fkb1a,NN-Score,1.0,0.0,111,5887,59,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,,0.01
fnta,NN-Score,1.0,1.52,589,51372,514,8.958,0.605,1.529,0.503,1.743,0.006,0.006,1.52,,0.03
fpps,NN-Score,1.0,78.82,85,8817,89,67.628,0.997,325.063,0.897,79.562,0.775,0.775,78.82,,0.92
gcr,NN-Score,1.0,2.33,183,12612,127,4.294,0.704,2.377,0.507,3.381,0.016,0.016,2.33,,0.06
glcm,NN-Score,1.0,1.85,54,3834,39,1.016,0.652,1.873,0.504,2.606,0.01,0.01,1.85,,0.05
gria2,NN-Score,1.0,8.86,158,11662,117,14.044,0.909,9.932,0.54,12.004,0.093,0.092,8.86,,0.14
grik1,NN-Score,1.0,4.0,101,6620,67,4.089,0.808,4.195,0.515,6.103,0.038,0.037,4.0,,0.06
hdac2,NN-Score,1.0,2.16,180,10352,104,3.906,0.688,2.205,0.506,3.756,0.016,0.015,2.16,,0.05
hdac8,NN-Score,1.0,0.59,164,10481,105,0.969,0.37,0.586,0.498,0.923,-0.005,-0.005,0.59,,0.02
hivint,NN-Score,1.0,0.0,100,6673,67,0.0,0.0,0.0,0.495,0.0,-0.012,-0.012,0.0,,0.0
hivpr,NN-Score,1.0,0.19,519,35905,360,0.989,0.158,0.188,0.496,0.275,-0.01,-0.01,0.19,,0.01
hivrt,NN-Score,1.0,2.08,337,18737,188,7.033,0.68,2.122,0.506,3.741,0.015,0.014,2.08,,0.05
hmdh,NN-Score,1.0,1.76,168,8878,89,2.964,0.641,1.786,0.504,3.33,0.011,0.01,1.76,,0.04
hs90a,NN-Score,1.0,2.27,86,4840,49,1.976,0.699,2.323,0.507,4.033,0.017,0.017,2.27,,0.04
hxk4,NN-Score,1.0,0.0,91,4720,48,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,,0.0
igf1r,NN-Score,1.0,2.7,147,9044,91,3.994,0.735,2.778,0.509,4.389,0.022,0.021,2.7,,0.04
inha,NN-Score,1.0,0.0,43,2329,24,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,,0.0
ital,NN-Score,1.0,0.73,136,8377,84,0.996,0.421,0.727,0.499,1.185,-0.003,-0.003,0.73,,0.01
jak2,NN-Score,1.0,2.8,106,6465,65,2.984,0.743,2.887,0.509,4.591,0.023,0.023,2.8,,0.06
kif11,NN-Score,1.0,0.0,116,6837,69,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,,0.01
