Target,Model,EF1,AUC_ROC,AUC,BEDROC,Source
ital,GNINA,6.57,,0.66,0.11,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
jak2,GNINA,28.04,,0.91,0.47,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
kif11,GNINA,37.93,,0.81,0.57,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
kit,GNINA,13.86,,0.79,0.22,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
kith,GNINA,38.60,,0.73,0.61,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
kpcb,GNINA,23.70,,0.71,0.36,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
lck,GNINA,15.24,,0.76,0.26,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
lkha4,GNINA,15.29,,0.88,0.30,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mapk2,GNINA,16.83,,0.90,0.31,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mcr,GNINA,10.64,,0.84,0.23,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
met,GNINA,37.95,,0.88,0.56,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mk01,GNINA,10.13,,0.76,0.19,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mk10,GNINA,7.69,,0.81,0.13,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mk14,GNINA,19.38,,0.75,0.32,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mmp13,GNINA,9.09,,0.75,0.17,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mp2k1,GNINA,5.83,,0.70,0.13,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
nos1,GNINA,8,,0.64,0.13,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
nram,GNINA,17.35,,0.94,0.30,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pa2ga,GNINA,9.18,,0.81,0.16,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
parp1,GNINA,16.14,,0.87,0.31,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pde5a,GNINA,14.32,,0.81,0.24,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pgh1,GNINA,9.23,,0.67,0.17,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pgh2,GNINA,17.24,,0.75,0.29,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
plk1,GNINA,38.68,,0.91,0.61,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pnph,GNINA,35.29,,0.91,0.57,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ppara,GNINA,4.83,,0.76,0.11,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ppard,GNINA,4.58,,0.74,0.08,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pparg,GNINA,5.99,,0.74,0.12,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
prgr,GNINA,18.43,,0.80,0.32,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ptn1,GNINA,25.38,,0.81,0.45,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pur2,GNINA,52,,1,0.92,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pygm,GNINA,3.90,,0.51,0.08,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pyrd,GNINA,22.52,,0.73,0.34,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
reni,GNINA,8.74,,0.75,0.15,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
rock1,GNINA,19,,0.85,0.29,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
rxra,GNINA,35.88,,0.93,0.58,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
sahh,GNINA,0,,0.75,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
src,GNINA,11.83,,0.84,0.27,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
tgfr1,GNINA,28.57,,0.93,0.47,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
thb,GNINA,34.95,,0.88,0.54,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
thrb,GNINA,35.14,,0.92,0.57,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
try1,GNINA,22.94,,0.89,0.43,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
tryb1,GNINA,2.03,,0.66,0.07,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
tysy,GNINA,30.28,,0.87,0.49,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
urok,GNINA,12.35,,0.82,0.25,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
vgfr2,GNINA,22.74,,0.83,0.38,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
wee1,GNINA,59.41,,0.96,0.84,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
xiap,GNINA,35.35,,0.89,0.59,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
aa2ar,RF-Score-VS,2.28,,0.50,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
abl1,RF-Score-VS,11.05,,0.68,0.19,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ace,RF-Score-VS,5.71,,0.67,0.10,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
aces,RF-Score-VS,3.97,,0.66,0.09,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ada,RF-Score-VS,4.30,,0.61,0.10,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ada17,RF-Score-VS,2.82,,0.66,0.07,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
adrb1,RF-Score-VS,0.40,,0.68,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
adrb2,RF-Score-VS,0.87,,0.62,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
akt1,RF-Score-VS,1.37,,0.63,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
akt2,RF-Score-VS,0.85,,0.56,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
aldr,RF-Score-VS,1.26,,0.59,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ampc,RF-Score-VS,0,,0.34,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
andr,RF-Score-VS,1.49,,0.64,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
aofb,RF-Score-VS,0.82,,0.53,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
bace1,RF-Score-VS,18.37,,0.79,0.30,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
braf,RF-Score-VS,12.50,,0.63,0.20,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
cah2,RF-Score-VS,18.50,,0.82,0.30,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
casp3,RF-Score-VS,2.02,,0.54,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
cdk2,RF-Score-VS,0.85,,0.55,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
comt,RF-Score-VS,0,,0.27,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
cp2c9,RF-Score-VS,5,,0.59,0.09,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
cp3a4,RF-Score-VS,3.59,,0.58,0.07,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
csf1r,RF-Score-VS,NaN,,NaN,NaN,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
cxcr4,RF-Score-VS,0,,0.68,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
def,RF-Score-VS,4.90,,0.60,0.08,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
dhi1,RF-Score-VS,6.36,,0.62,0.12,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
dpp4,RF-Score-VS,0.75,,0.60,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
drd3,RF-Score-VS,3.77,,0.66,0.08,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
dyr,RF-Score-VS,1.30,,0.55,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
egfr,RF-Score-VS,2.58,,0.54,0.06,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
esr1,RF-Score-VS,0,,0.64,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
esr2,RF-Score-VS,0,,0.65,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fa10,RF-Score-VS,13.04,,0.80,0.31,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fa7,RF-Score-VS,18.42,,0.85,0.35,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fabp4,RF-Score-VS,0,,0.66,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fak1,RF-Score-VS,2,,0.70,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fgfr1,RF-Score-VS,1.44,,NaN,1,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fkb1a,RF-Score-VS,1.80,,0.65,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fnta,RF-Score-VS,8.11,,0.74,0.11,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fpps,RF-Score-VS,0,,0.20,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
gcr,RF-Score-VS,2.33,,0.60,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
glcm,RF-Score-VS,0,,0.49,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
gria2,RF-Score-VS,4.43,,0.56,0.07,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
grik1,RF-Score-VS,2,,0.46,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hdac2,RF-Score-VS,2.70,,0.81,0.08,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hdac8,RF-Score-VS,3.53,,0.75,0.07,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hivint,RF-Score-VS,0,,0.48,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hivpr,RF-Score-VS,23.51,,0.77,0.36,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hivrt,RF-Score-VS,0.30,,0.50,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hmdh,RF-Score-VS,4.71,,0.71,0.10,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hs90a,RF-Score-VS,0,,0.39,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hxk4,RF-Score-VS,0,,0.62,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
igf1r,RF-Score-VS,12.84,,0.57,0.20,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
inha,RF-Score-VS,0,,0.66,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ital,RF-Score-VS,0.73,,0.61,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
jak2,RF-Score-VS,8.41,,0.51,0.13,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
kif11,RF-Score-VS,14.66,,0.72,0.29,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
kit,RF-Score-VS,6.63,,0.65,0.12,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
kith,RF-Score-VS,1.75,,0.57,0.06,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
kpcb,RF-Score-VS,0,,0.69,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
lck,RF-Score-VS,3.57,,0.49,0.07,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
lkha4,RF-Score-VS,0,,0.63,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mapk2,RF-Score-VS,1.98,,0.64,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mcr,RF-Score-VS,4.26,,0.72,0.11,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
met,RF-Score-VS,19.28,,0.74,0.32,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mk01,RF-Score-VS,5.06,,0.68,0.11,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mk10,RF-Score-VS,4.81,,0.56,0.07,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mk14,RF-Score-VS,7.44,,0.64,0.13,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mmp13,RF-Score-VS,5.59,,0.66,0.10,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mp2k1,RF-Score-VS,0.83,,0.56,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
nos1,RF-Score-VS,0,,0.54,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
nram,RF-Score-VS,0,,0.57,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pa2ga,RF-Score-VS,0,,0.62,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
parp1,RF-Score-VS,2.56,,0.58,0.06,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pde5a,RF-Score-VS,1.01,,0.58,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pgh1,RF-Score-VS,1.54,,0.56,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pgh2,RF-Score-VS,1.84,,0.57,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
plk1,RF-Score-VS,5.66,,0.60,0.11,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pnph,RF-Score-VS,0,,0.52,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ppara,RF-Score-VS,0.80,,0.62,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ppard,RF-Score-VS,1.25,,0.54,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pparg,RF-Score-VS,3.10,,0.71,0.08,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
prgr,RF-Score-VS,2.39,,0.67,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ptn1,RF-Score-VS,10,,0.62,0.20,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pur2,RF-Score-VS,0,,0.74,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pygm,RF-Score-VS,0,,0.62,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pyrd,RF-Score-VS,11.71,,0.78,0.18,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
reni,RF-Score-VS,3.88,,0.71,0.06,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
rock1,RF-Score-VS,1,,0.57,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
rxra,RF-Score-VS,0.76,,0.47,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
sahh,RF-Score-VS,0,,0.54,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
src,RF-Score-VS,1.53,,0.53,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
tgfr1,RF-Score-VS,0.75,,0.58,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
thb,RF-Score-VS,1.94,,0.61,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
thrb,RF-Score-VS,7.38,,0.81,0.13,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
try1,RF-Score-VS,9.35,,0.78,0.18,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
tryb1,RF-Score-VS,7.43,,0.72,0.16,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
tysy,RF-Score-VS,3.67,,0.68,0.08,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
urok,RF-Score-VS,2.47,,0.67,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
vgfr2,RF-Score-VS,5.87,,0.71,0.12,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
wee1,RF-Score-VS,1.98,,0.77,0.08,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
xiap,RF-Score-VS,0,,0.74,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
aa2ar,NN-Score,0.62,,0.54,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
abl1,NN-Score,2.21,,0.62,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ace,NN-Score,4.64,,0.75,0.10,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
aces,NN-Score,1.55,,0.65,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ada,NN-Score,0,,0.58,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ada17,NN-Score,3.76,,0.69,0.07,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
adrb1,NN-Score,2.02,,0.58,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
adrb2,NN-Score,3.46,,0.61,0.06,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
akt1,NN-Score,0,,0.49,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
akt2,NN-Score,1.71,,0.65,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
aldr,NN-Score,0,,0.50,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ampc,NN-Score,0,,0.57,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
andr,NN-Score,2.60,,0.57,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
aofb,NN-Score,0,,0.56,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
bace1,NN-Score,2.12,,0.63,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
braf,NN-Score,0.66,,0.56,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
cah2,NN-Score,3.66,,0.68,0.06,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
casp3,NN-Score,4.04,,0.63,0.07,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
cdk2,NN-Score,1.48,,0.59,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
comt,NN-Score,4.88,,0.42,0.06,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
cp2c9,NN-Score,0,,0.53,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
cp3a4,NN-Score,0,,0.51,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
csf1r,NN-Score,NaN,,NaN,NaN,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
cxcr4,NN-Score,5,,0.80,0.10,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
def,NN-Score,1.96,,0.56,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
dhi1,NN-Score,1.82,,0.68,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
dpp4,NN-Score,3.19,,0.67,0.06,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
drd3,NN-Score,1.26,,0.60,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
dyr,NN-Score,1.30,,0.68,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
egfr,NN-Score,2.77,,0.55,0.06,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
esr1,NN-Score,1.31,,0.50,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
esr2,NN-Score,0.27,,0.50,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fa10,NN-Score,0.93,,0.55,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fa7,NN-Score,0,,0.70,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fabp4,NN-Score,0,,0.30,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fak1,NN-Score,0,,0.49,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fgfr1,NN-Score,1.44,,NaN,1,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fkb1a,NN-Score,0,,0.57,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fnta,NN-Score,1.52,,0.57,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fpps,NN-Score,78.82,,1,0.92,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
gcr,NN-Score,2.33,,0.64,0.06,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
glcm,NN-Score,1.85,,0.60,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
gria2,NN-Score,8.86,,0.62,0.14,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
grik1,NN-Score,4,,0.68,0.06,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hdac2,NN-Score,2.16,,0.54,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hdac8,NN-Score,0.59,,0.53,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hivint,NN-Score,0,,0.47,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hivpr,NN-Score,0.19,,0.58,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hivrt,NN-Score,2.08,,0.56,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hmdh,NN-Score,1.76,,0.69,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hs90a,NN-Score,2.27,,0.44,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hxk4,NN-Score,0,,0.63,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
igf1r,NN-Score,2.70,,0.62,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
inha,NN-Score,0,,0.54,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ital,NN-Score,0.73,,0.48,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
jak2,NN-Score,2.80,,0.63,0.06,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
kif11,NN-Score,0,,0.54,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
kit,NN-Score,2.41,,0.56,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
kith,NN-Score,0,,0.67,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
kpcb,NN-Score,2.22,,0.49,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
lck,NN-Score,0.71,,0.53,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
lkha4,NN-Score,0,,0.35,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mapk2,NN-Score,1.98,,0.54,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mcr,NN-Score,9.57,,0.70,0.20,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
met,NN-Score,1.20,,0.59,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mk01,NN-Score,1.27,,0.61,0.06,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mk10,NN-Score,0.96,,0.57,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mk14,NN-Score,0.52,,0.51,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mmp13,NN-Score,2.10,,0.63,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mp2k1,NN-Score,5,,0.68,0.07,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
nos1,NN-Score,2,,0.60,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
nram,NN-Score,0,,0.60,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pa2ga,NN-Score,0,,0.41,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
parp1,NN-Score,1.18,,0.62,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pde5a,NN-Score,1.26,,0.62,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pgh1,NN-Score,1.03,,0.46,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pgh2,NN-Score,1.38,,0.46,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
plk1,NN-Score,5.66,,0.47,0.09,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pnph,NN-Score,1.96,,0.59,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ppara,NN-Score,2.14,,0.54,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ppard,NN-Score,0.42,,0.51,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pparg,NN-Score,1.24,,0.53,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
prgr,NN-Score,3.75,,0.65,0.09,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ptn1,NN-Score,4.62,,0.60,0.08,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pur2,NN-Score,12,,0.83,0.29,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pygm,NN-Score,9.09,,0.67,0.20,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pyrd,NN-Score,0,,0.49,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
reni,NN-Score,0.97,,0.65,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
rock1,NN-Score,1,,0.55,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
rxra,NN-Score,0,,0.52,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
sahh,NN-Score,0,,0.71,0.08,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
src,NN-Score,1.72,,0.55,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
tgfr1,NN-Score,0,,0.49,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
thb,NN-Score,0,,0.38,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
thrb,NN-Score,5.86,,0.79,0.12,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
try1,NN-Score,3.34,,0.72,0.08,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
tryb1,NN-Score,0.68,,0.66,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
tysy,NN-Score,2.75,,0.64,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
urok,NN-Score,0,,0.60,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
vgfr2,NN-Score,0,,0.50,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
wee1,NN-Score,0,,0.59,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
xiap,NN-Score,4.04,,0.80,0.09,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
aa2ar,GenScore(ft_0.5),22.58,0.864,,0.793,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D
abl1,GenScore(ft_0.5),25.33,0.766,,0.428,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D
ace,GenScore(ft_0.5),41.61,0.809,,0.617,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D
