Target,Model,AUC,AUC_ROC,BEDROC,EF0.1,EF0.5,EF1,EF5,NEF0.1,NEF0.5,NEF1,NEF5,Source,Notes
jak3,TranformerCPI,,0.753867761,0.162318433,,,,,,11.97,5.440909091,3.043220339,,
jnk1,TranformerCPI,,0.607204487,0.047950645,,,,,,0,2.725,1.524152542,,
jnk2,TranformerCPI,,0.554527385,0.013543292,,,,,,0,0,0.505172414,,
jnk3,TranformerCPI,,0.536858974,0.011284757,,,,,,0,0,1.008333333,,
kif11,TranformerCPI,,0.381137725,1.13E-05,,,,,,0,0,0,,
lck,TranformerCPI,,0.65983677,0.047714977,,,,,,0,0,3.01,,
mdm2,TranformerCPI,,0.256519862,1.04E-12,,,,,,0,0,0,,
mk2,TranformerCPI,,0.621783496,0.050414491,,,,,,0,0,2.012068966,,
mmp2,TranformerCPI,,0.525399832,3.40E-05,,,,,,0,0,0,,
na,TranformerCPI,,0.315408674,1.55E-18,,,,,,0,0,0,,
p38-alpha,TranformerCPI,,0.455520305,0.003096045,,,,,,0,0,0.500819672,,
parp-1,TranformerCPI,,0.368690987,0.00246214,,,,,,0,0,0.502083333,,
pde4b,TranformerCPI,,0.609731544,0.000660839,,,,,,0,0,0,,
pde5,TranformerCPI,,0.616098485,0.069497051,,,,,,0,2.558333333,1.509836066,,
pdk1,TranformerCPI,,0.5328125,0.051644508,,,,,,0,2.516666667,2.013333333,,
pim-1,TranformerCPI,,0.488708298,0.022848989,,,,,,0,0,1.51125,,
pim-2,TranformerCPI,,0.583447391,0.022190896,,,,,,0,0,2.51875,,
pnp,TranformerCPI,,0.288663034,0.059274092,,,,,,5.1375,2.56875,1.515983607,,
ppara,TranformerCPI,,0.432227273,0.007785892,,,,,,0,0,0.5,,
pparg,TranformerCPI,,0.459340909,0.000957283,,,,,,0,0,0,,
pr,TranformerCPI,,0.632796781,0.242089106,,,,,,10.34,7.755,2.534313725,,
prkcq,TranformerCPI,,0.734703098,0.080473369,,,,,,0,0,4.5075,,
pygl-in,TranformerCPI,,0.326656879,0.001646726,,,,,,0,0,0.504918033,,
pygl-out,TranformerCPI,,0.475647993,2.56E-11,,,,,,0,0,0,,
qpct,TranformerCPI,,0.612813022,0.017639577,,,,,,0,0,1.522131148,,
rock-1,TranformerCPI,,0.441388175,0.056730582,,,,,,0,2.514583333,1.50875,,
rxr,TranformerCPI,,0.567814534,0.000908715,,,,,,0,0,0,,
sars-hcov,TranformerCPI,,0.450536852,0.002818783,,,,,,0,0,0.513675214,,
sirt2,TranformerCPI,,0.421740051,0.015569107,,,,,,0,0,0.500409836,,
src,TranformerCPI,,0.691744881,0.31305401,,,,,,15.15,10.1,4.545,,
thrombin,TranformerCPI,,0.560443308,0.045665382,,,,,,0,0,1.51625,,
tie2,TranformerCPI,,0.757722174,0.129773978,,,,,,0,5.45,3.556355932,,
tk,TranformerCPI,,0.408619247,1.12E-05,,,,,,0,0,0,,
tp,TranformerCPI,,0.384473151,0.000414265,,,,,,0,0,0,,
tpa,TranformerCPI,,0.595859305,0.007932694,,,,,,0,0,1.002586207,,
ts,TranformerCPI,,0.759597458,0.069037229,,,,,,0,2.541666667,2,,
upa,TranformerCPI,,0.524026817,0.007705543,,,,,,0,0,1.013559322,,
vegfr1,TranformerCPI,,0.551,0.069366558,,,,,,0,0,2,,
vegfr2,TranformerCPI,,0.72315834,0.061593929,,,,,,0,0,3.002459016,,
11betahsd1,ΔVinaRF20/GlideSP,,0.63,0.116,,,,,14.949,4.983,2.49,3.547,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
17betahsd1,ΔVinaRF20/GlideSP,,0.476,0.088,,,,,15.338,4.382,2.36,1.484,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
a2a,ΔVinaRF20/GlideSP,,0.537,0.001,,,,,0,0,0,0,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ace,ΔVinaRF20/GlideSP,,0.421,0.062,,,,,0,4.361,2.35,0.985,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ace2,ΔVinaRF20/GlideSP,,0.385,0,,,,,0,0,0,0,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ache,ΔVinaRF20/GlideSP,,0.684,0.18,,,,,15.263,4.361,4.7,3.939,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
adam17,ΔVinaRF20/GlideSP,,0.568,0.257,,,,,0,8.607,9.27,3.951,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
adrb2,ΔVinaRF20/GlideSP,,0.621,0.088,,,,,14.375,4.792,2.4,2.478,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
akt1,ΔVinaRF20/GlideSP,,0.616,0.03,,,,,0,0,0,1.01,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
alr2,ΔVinaRF20/GlideSP,,0.544,0.069,,,,,0,4.929,2.46,0.986,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ar,ΔVinaRF20/GlideSP,,0.823,0.554,,,,,22.464,16.848,12.84,7.02,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
aurka,ΔVinaRF20/GlideSP,,0.713,0.093,,,,,0,0,0,3.042,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
aurkb,ΔVinaRF20/GlideSP,,0.639,0.07,,,,,0,0,0,1.992,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
bcl2,ΔVinaRF20/GlideSP,,0.629,0.082,,,,,0,4.368,2.35,1.479,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
braf,ΔVinaRF20/GlideSP,,0.62,0.096,,,,,15.5,4.429,2.38,2.033,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
catl,ΔVinaRF20/GlideSP,,0.65,0.035,,,,,0,0,0,1.492,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
cdk2,ΔVinaRF20/GlideSP,,0.69,0.148,,,,,14.95,4.983,4.98,2.99,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
cox1,ΔVinaRF20/GlideSP,,0.656,0.285,,,,,0,14.359,9.57,5.641,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
cox2,ΔVinaRF20/GlideSP,,0.911,0.838,,,,,23.108,18.486,20.54,11.285,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ctsk,ΔVinaRF20/GlideSP,,0.583,0.05,,,,,0,4.411,2.38,0.498,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
cyp2a6,ΔVinaRF20/GlideSP,,0.643,0.058,,,,,0,0,2.77,1.11,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
dhfr,ΔVinaRF20/GlideSP,,0.538,0.061,,,,,0,4.371,2.35,0.987,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
egfr,ΔVinaRF20/GlideSP,,0.644,0.1,,,,,0,4.414,2.38,2.533,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ephb4,ΔVinaRF20/GlideSP,,0.701,0.103,,,,,0,0,0,4.478,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
erbb2,ΔVinaRF20/GlideSP,,0.8,0.251,,,,,29.525,9.842,4.92,5.905,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
er-beta,ΔVinaRF20/GlideSP,,0.783,0.375,,,,,28.517,11.407,12.67,6.79,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
fgfr1,ΔVinaRF20/GlideSP,,0.662,0.009,,,,,0,0,0,0.5,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
fkbp1a,ΔVinaRF20/GlideSP,,0.515,0.053,,,,,0,0,0,1.045,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
fxa,ΔVinaRF20/GlideSP,,0.77,0.202,,,,,0,5.098,5.1,5.098,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
gba,ΔVinaRF20/GlideSP,,0.451,0,,,,,0,0,0,0,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
gr,ΔVinaRF20/GlideSP,,0.426,0.032,,,,,0,0,0,0.492,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
gsk3b,ΔVinaRF20/GlideSP,,0.688,0.31,,,,,30.075,17.186,11.57,2.958,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
hdac2,ΔVinaRF20/GlideSP,,0.803,0.414,,,,,30.35,21.679,14.01,5.97,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
hdac8,ΔVinaRF20/GlideSP,,0.699,0.035,,,,,0,0,0,1.99,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
hiv1pr,ΔVinaRF20/GlideSP,,0.736,0.565,,,,,32.838,28.147,20.21,8.613,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
hiv1rt,ΔVinaRF20/GlideSP,,0.574,0.101,,,,,0,0,0,2.625,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
hmgr,ΔVinaRF20/GlideSP,,0.617,0.115,,,,,0,0,4.85,2.466,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
hsp90,ΔVinaRF20/GlideSP,,0.528,0.035,,,,,0,0,0,1.985,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
igf1r,ΔVinaRF20/GlideSP,,0.578,0.045,,,,,0,0,2.48,1.026,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
inha,ΔVinaRF20/GlideSP,,0.522,0.189,,,,,0,8.743,7.06,1.974,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
itk,ΔVinaRF20/GlideSP,,0.54,0.038,,,,,0,0,0,0.998,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
jak3,ΔVinaRF20/GlideSP,,0.702,0.311,,,,,0,4.988,12.47,4.489,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
jnk1,ΔVinaRF20/GlideSP,,0.652,0.258,,,,,15.75,10.5,10.5,2.625,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
jnk2,ΔVinaRF20/GlideSP,,0.576,0.356,,,,,29.897,19.932,9.97,3.547,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
jnk3,ΔVinaRF20/GlideSP,,0.696,0.078,,,,,0,4.429,2.38,2.541,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
kif11,ΔVinaRF20/GlideSP,,0.813,0.487,,,,,15.113,21.589,18.6,6.441,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
lck,ΔVinaRF20/GlideSP,,0.488,0,,,,,0,0,0,0,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
mdm2,ΔVinaRF20/GlideSP,,0.292,0.018,,,,,0,0,0,0.498,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
mk2,ΔVinaRF20/GlideSP,,0.788,0.217,,,,,15.73,5.243,7.86,4.266,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
mmp2,ΔVinaRF20/GlideSP,,0.458,0.001,,,,,0,0,0,0,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
na,ΔVinaRF20/GlideSP,,0.882,0.625,,,,,28.225,18.817,18.82,9.408,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
p38-alpha,ΔVinaRF20/GlideSP,,0.645,0.099,,,,,15.25,4.357,2.35,1.5,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
parp-1,ΔVinaRF20/GlideSP,,0.776,0.13,,,,,15.075,4.307,2.32,4.448,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pde4b,ΔVinaRF20/GlideSP,,0.627,0.131,,,,,15.375,4.393,2.37,2.976,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pde5,ΔVinaRF20/GlideSP,,0.472,0.02,,,,,0,0,0,1.041,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pdk1,ΔVinaRF20/GlideSP,,0.738,0.07,,,,,0,0,2.44,2.601,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pi3kg,ΔVinaRF20/GlideSP,,0.717,0.079,,,,,0,0,0,3.532,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pim-1,ΔVinaRF20/GlideSP,,0.767,0.048,,,,,0,0,0,1.977,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pim-2,ΔVinaRF20/GlideSP,,0.736,0.14,,,,,0,4.425,4.77,3.047,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pnp,ΔVinaRF20/GlideSP,,0.667,0.062,,,,,0,0,2.37,1.49,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ppara,ΔVinaRF20/GlideSP,,0.572,0.028,,,,,0,0,0,1.051,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pparg,ΔVinaRF20/GlideSP,,0.556,0.023,,,,,0,0,0,1,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pr,ΔVinaRF20/GlideSP,,0.731,0.125,,,,,0,4.9,2.67,3.392,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
prkcq,ΔVinaRF20/GlideSP,,0.761,0.177,,,,,0,0,5.26,4.211,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pygl-in,ΔVinaRF20/GlideSP,,0.772,0.149,,,,,25.842,5.168,2.58,2.067,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pygl-out,ΔVinaRF20/GlideSP,,0.786,0.781,,,,,26.077,26.077,21.34,9.204,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
qpct,ΔVinaRF20/GlideSP,,0.629,0.037,,,,,0,0,0,0.998,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
rock-1,ΔVinaRF20/GlideSP,,0.57,0.083,,,,,0,4.311,2.32,1.484,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
rxr,ΔVinaRF20/GlideSP,,0.546,0.15,,,,,0,10.357,5.18,2.158,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
sars-hcov,ΔVinaRF20/GlideSP,,0.559,0.149,,,,,15.41,8.806,4.74,2.021,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
sirt2,ΔVinaRF20/GlideSP,,0.474,0.028,,,,,0,0,0,0.492,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
src,ΔVinaRF20/GlideSP,,0.487,0,,,,,0,0,0,0,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
thrombin,ΔVinaRF20/GlideSP,,0.727,0.32,,,,,15.868,18.135,9.77,5.723,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
tie2,ΔVinaRF20/GlideSP,,0.617,0.257,,,,,14.988,14.988,7.49,2.998,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
tk,ΔVinaRF20/GlideSP,,0.604,0.394,,,,,15.821,18.081,12.17,6.124,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
tp,ΔVinaRF20/GlideSP,,0.5,0.003,,,,,0,0,0,0.644,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
tpa,ΔVinaRF20/GlideSP,,0.659,0.07,,,,,0,0,0,1.554,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ts,ΔVinaRF20/GlideSP,,0.637,0.141,,,,,0,4.357,2.35,3.5,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
upa,ΔVinaRF20/GlideSP,,0.638,0.2,,,,,0,0,9.97,3.488,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
vegfr1,ΔVinaRF20/GlideSP,,0.72,0.274,,,,,0,4.991,7.49,7.355,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
vegfr2,ΔVinaRF20/GlideSP,,0.409,0.024,,,,,0,0,0,1.538,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
11betahsd1,ΔVinaXGB/GlideSP,,0.648,0.176,,,,,15.09,5.03,5.03,4.092,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
17betahsd1,ΔVinaXGB/GlideSP,,0.556,0.087,,,,,15.338,4.382,2.36,1.484,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
a2a,ΔVinaXGB/GlideSP,,0.6,0.049,,,,,0,0,2.36,0.99,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ace,ΔVinaXGB/GlideSP,,0.546,0.233,,,,,15.438,8.821,7.13,3.486,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ace2,ΔVinaXGB/GlideSP,,0.58,0.042,,,,,0,0,0,1.998,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ache,ΔVinaXGB/GlideSP,,0.672,0.19,,,,,0,4.357,9.38,3.5,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
adam17,ΔVinaXGB/GlideSP,,0.574,0.266,,,,,15.363,13.168,7.09,3.965,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
adrb2,ΔVinaXGB/GlideSP,,0.683,0.08,,,,,14.375,4.792,2.4,1.487,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
akt1,ΔVinaXGB/GlideSP,,0.648,0.021,,,,,0,0,0,1.515,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
alr2,ΔVinaXGB/GlideSP,,0.458,0.012,,,,,0,0,0,0.988,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ar,ΔVinaXGB/GlideSP,,0.858,0.725,,,,,22.536,16.902,19.32,9.155,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
aurka,ΔVinaXGB/GlideSP,,0.691,0.167,,,,,15.513,4.432,4.77,3.56,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
aurkb,ΔVinaXGB/GlideSP,,0.631,0.112,,,,,0,4.339,4.67,2.49,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
bcl2,ΔVinaXGB/GlideSP,,0.545,0.002,,,,,0,0,0,0,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
braf,ΔVinaXGB/GlideSP,,0.565,0.076,,,,,15.5,4.429,2.38,2.033,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
catl,ΔVinaXGB/GlideSP,,0.686,0.054,,,,,0,4.404,2.37,0.994,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
cdk2,ΔVinaXGB/GlideSP,,0.678,0.214,,,,,15.308,10.205,7.65,4.592,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
cox1,ΔVinaXGB/GlideSP,,0.633,0.304,,,,,14.359,14.359,9.57,5.128,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
cox2,ΔVinaXGB/GlideSP,,0.926,0.844,,,,,23.108,23.108,20.54,11.823,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ctsk,ΔVinaXGB/GlideSP,,0.652,0.09,,,,,15.438,4.411,2.38,0.996,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
cyp2a6,ΔVinaXGB/GlideSP,,0.642,0.177,,,,,0,4.989,5.54,2.217,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
dhfr,ΔVinaXGB/GlideSP,,0.543,0.09,,,,,0,4.371,2.35,1.481,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
egfr,ΔVinaXGB/GlideSP,,0.619,0.08,,,,,15.449,4.414,2.38,1.52,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ephb4,ΔVinaXGB/GlideSP,,0.625,0.001,,,,,0,0,0,0,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
erbb2,ΔVinaXGB/GlideSP,,0.7,0.101,,,,,0,0,2.46,3.45,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
er-beta,ΔVinaXGB/GlideSP,,0.816,0.32,,,,,0,5.717,9.53,4.084,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
fgfr1,ΔVinaXGB/GlideSP,,0.691,0.036,,,,,0,0,0,1.998,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
fkbp1a,ΔVinaXGB/GlideSP,,0.58,0.346,,,,,16.197,13.883,9.97,5.747,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
fxa,ΔVinaXGB/GlideSP,,0.813,0.331,,,,,0,10.179,10.18,6.617,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
gba,ΔVinaXGB/GlideSP,,0.44,0.046,,,,,0,0,2.37,0.497,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
gr,ΔVinaXGB/GlideSP,,0.46,0.001,,,,,0,0,0,0,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
gsk3b,ΔVinaXGB/GlideSP,,0.676,0.213,,,,,0,8.607,6.95,4.445,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
hdac2,ΔVinaXGB/GlideSP,,0.819,0.259,,,,,15.163,8.664,7,3.977,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
hdac8,ΔVinaXGB/GlideSP,,0.57,0.011,,,,,0,0,0,0.995,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
hiv1pr,ΔVinaXGB/GlideSP,,0.773,0.392,,,,,16.419,14.073,15.16,6.46,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
hiv1rt,ΔVinaXGB/GlideSP,,0.549,0.027,,,,,0,0,0,1.574,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
hmgr,ΔVinaXGB/GlideSP,,0.729,0.324,,,,,0,13.254,11.89,4.489,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
hsp90,ΔVinaXGB/GlideSP,,0.555,0.041,,,,,0,0,2.33,0.995,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
igf1r,ΔVinaXGB/GlideSP,,0.431,0.049,,,,,0,0,2.48,0.505,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
inha,ΔVinaXGB/GlideSP,,0.552,0.099,,,,,0,4.375,2.36,2.964,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
itk,ΔVinaXGB/GlideSP,,0.594,0.029,,,,,0,0,0,1.496,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
jak3,ΔVinaXGB/GlideSP,,0.648,0.09,,,,,0,0,0,2.494,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
jnk1,ΔVinaXGB/GlideSP,,0.662,0.241,,,,,0,5.25,7.88,3.675,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
jnk2,ΔVinaXGB/GlideSP,,0.567,0.225,,,,,30.789,15.395,7.7,3.131,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
jnk3,ΔVinaXGB/GlideSP,,0.636,0.076,,,,,0,0,2.38,3.557,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
kif11,ΔVinaXGB/GlideSP,,0.751,0.152,,,,,0,0,4.65,3.964,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
lck,ΔVinaXGB/GlideSP,,0.478,0,,,,,0,0,0,0,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
mdm2,ΔVinaXGB/GlideSP,,0.28,0,,,,,0,0,0,0,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
mk2,ΔVinaXGB/GlideSP,,0.713,0.087,,,,,15.716,5.239,2.62,2.664,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
mmp2,ΔVinaXGB/GlideSP,,0.442,0.01,,,,,0,0,0,0.495,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
na,ΔVinaXGB/GlideSP,,0.935,0.777,,,,,30.95,30.95,23.81,12.48,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
p38-alpha,ΔVinaXGB/GlideSP,,0.612,0.036,,,,,0,0,2.35,0.985,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
parp-1,ΔVinaXGB/GlideSP,,0.74,0.154,,,,,15.05,4.3,6.95,3.454,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pde4b,ΔVinaXGB/GlideSP,,0.569,0.218,,,,,15.4,13.2,9.48,2.981,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pde5,ΔVinaXGB/GlideSP,,0.446,0.003,,,,,0,0,0,0.52,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pdk1,ΔVinaXGB/GlideSP,,0.706,0.125,,,,,0,4.534,2.44,4.682,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pi3kg,ΔVinaXGB/GlideSP,,0.703,0.072,,,,,0,0,0,3.557,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pim-1,ΔVinaXGB/GlideSP,,0.702,0.049,,,,,0,0,0,1.486,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pim-2,ΔVinaXGB/GlideSP,,0.674,0.081,,,,,0,0,0,2.535,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pnp,ΔVinaXGB/GlideSP,,0.633,0.393,,,,,32.368,18.496,12.45,5.221,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ppara,ΔVinaXGB/GlideSP,,0.563,0,,,,,0,0,0,0,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pparg,ΔVinaXGB/GlideSP,,0.477,0.051,,,,,0,0,2.38,1,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pr,ΔVinaXGB/GlideSP,,0.816,0.393,,,,,29.343,14.671,10.67,6.771,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
prkcq,ΔVinaXGB/GlideSP,,0.731,0.102,,,,,0,0,2.63,3.684,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pygl-in,ΔVinaXGB/GlideSP,,0.786,0.117,,,,,15.375,4.393,4.73,1.984,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pygl-out,ΔVinaXGB/GlideSP,,0.686,0.621,,,,,30.9,30.9,26.15,7.476,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
qpct,ΔVinaXGB/GlideSP,,0.574,0.047,,,,,0,0,2.38,1.496,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
rock-1,ΔVinaXGB/GlideSP,,0.551,0.063,,,,,0,4.304,2.32,0.494,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
rxr,ΔVinaXGB/GlideSP,,0.588,0.158,,,,,0,5.184,2.59,2.7,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
sars-hcov,ΔVinaXGB/GlideSP,,0.524,0.117,,,,,15.41,4.403,2.37,2.021,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
sirt2,ΔVinaXGB/GlideSP,,0.472,0,,,,,0,0,0,0,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
src,ΔVinaXGB/GlideSP,,0.498,0.029,,,,,0,0,0,1.018,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
thrombin,ΔVinaXGB/GlideSP,,0.796,0.376,,,,,31.842,22.744,12.25,4.698,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
tie2,ΔVinaXGB/GlideSP,,0.587,0.156,,,,,14.975,4.992,4.99,2.496,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
tk,ΔVinaXGB/GlideSP,,0.631,0.383,,,,,15.821,9.04,12.17,5.614,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
