Target,Model,ROCE1,EF1,NEF1,AUC_ROC,AUC,BEDROC,Source,Notes
plk1,NN-Score,,,5.66,,0.47,0.09,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
pnph,NN-Score,,,1.96,,0.59,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
ppara,NN-Score,,,2.14,,0.54,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
ppard,NN-Score,,,0.42,,0.51,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
pparg,NN-Score,,,1.24,,0.53,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
prgr,NN-Score,,,3.75,,0.65,0.09,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
ptn1,NN-Score,,,4.62,,0.6,0.08,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
pur2,NN-Score,,,12,,0.83,0.29,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
pygm,NN-Score,,,9.09,,0.67,0.2,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
pyrd,NN-Score,,,0,,0.49,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
reni,NN-Score,,,0.97,,0.65,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
rock1,NN-Score,,,1,,0.55,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
rxra,NN-Score,,,0,,0.52,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
sahh,NN-Score,,,0,,0.71,0.08,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
src,NN-Score,,,1.72,,0.55,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
tgfr1,NN-Score,,,0,,0.49,0,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
thb,NN-Score,,,0,,0.38,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
thrb,NN-Score,,,5.86,,0.79,0.12,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
try1,NN-Score,,,3.34,,0.72,0.08,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
tryb1,NN-Score,,,0.68,,0.66,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
tysy,NN-Score,,,2.75,,0.64,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
urok,NN-Score,,,0,,0.6,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
vgfr2,NN-Score,,,0,,0.5,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
wee1,NN-Score,,,0,,0.59,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
xiap,NN-Score,,,4.04,,0.8,0.09,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
aa2ar,GenScore(ft_0.5),,,22.58,0.864,,0.793,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
abl1,GenScore(ft_0.5),,,25.33,0.766,,0.428,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
ace,GenScore(ft_0.5),,,41.61,0.809,,0.617,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
aces,GenScore(ft_0.5),,,23.57,0.594,,0.386,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
ada,GenScore(ft_0.5),,,49.88,0.92,,0.749,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
ada17,GenScore(ft_0.5),,,46.2,0.945,,0.681,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
adrb1,GenScore(ft_0.5),,,40.3,0.878,,0.611,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
adrb2,GenScore(ft_0.5),,,31.49,0.844,,0.488,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
akt1,GenScore(ft_0.5),,,20.86,0.768,,0.339,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
akt2,GenScore(ft_0.5),,,40.19,0.879,,0.643,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
aldr,GenScore(ft_0.5),,,10.08,0.595,,0.208,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
ampc,GenScore(ft_0.5),,,18.53,0.695,,0.332,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
andr,GenScore(ft_0.5),,,26.77,0.898,,0.518,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
aofb,GenScore(ft_0.5),,,2.47,0.638,,0.048,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
bace1,GenScore(ft_0.5),,,32.85,0.86,,0.51,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
braf,GenScore(ft_0.5),,,36.62,0.868,,0.549,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
cah2,GenScore(ft_0.5),,,30.05,0.728,,0.453,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
casp3,GenScore(ft_0.5),,,33.45,0.809,,0.55,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
cdk2,GenScore(ft_0.5),,,46.63,0.907,,0.747,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
comt,GenScore(ft_0.5),,,89.6,0.997,,0.974,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
cp2c9,GenScore(ft_0.5),,,1.65,0.606,,0.033,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
cp3a4,GenScore(ft_0.5),,,6.23,0.624,,0.111,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
csf1r,GenScore(ft_0.5),,,47.8,0.872,,0.639,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
cxcr4,GenScore(ft_0.5),,,20,0.804,,0.292,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
def,GenScore(ft_0.5),,,50.14,0.96,,0.808,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
dhi1,GenScore(ft_0.5),,,0.91,0.6,,0.024,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
dpp4,GenScore(ft_0.5),,,52.99,0.935,,0.719,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
drd3,GenScore(ft_0.5),,,3.13,0.606,,0.062,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
dyr,GenScore(ft_0.5),,,56.62,0.865,,0.736,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
egfr,GenScore(ft_0.5),,,41.82,0.875,,0.63,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
esr1,GenScore(ft_0.5),,,45.28,0.858,,0.715,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
esr2,GenScore(ft_0.5),,,37.07,0.891,,0.656,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
fa10,GenScore(ft_0.5),,,36.77,0.952,,0.871,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
fa7,GenScore(ft_0.5),,,53.63,0.976,,0.917,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
fabp4,GenScore(ft_0.5),,,32.97,0.839,,0.554,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
fak1,GenScore(ft_0.5),,,54.42,0.941,,0.861,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
fgfr1,GenScore(ft_0.5),,,0.67,0.498,,0.301,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
fkb1a,GenScore(ft_0.5),,,38.65,0.859,,0.696,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
fnta,GenScore(ft_0.5),,,30.88,0.832,,0.413,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
fpps,GenScore(ft_0.5),,,85.08,0.998,,0.932,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
gcr,GenScore(ft_0.5),,,15.74,0.746,,0.23,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
glcm,GenScore(ft_0.5),,,32.77,0.779,,0.505,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
gria2,GenScore(ft_0.5),,,1.26,0.67,,0.014,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
grik1,GenScore(ft_0.5),,,53.81,0.987,,0.835,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
hdac2,GenScore(ft_0.5),,,8.29,0.718,,0.156,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
hdac8,GenScore(ft_0.5),,,56.6,0.944,,0.807,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
hivint,GenScore(ft_0.5),,,6.97,0.644,,0.111,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
hivpr,GenScore(ft_0.5),,,45.16,0.896,,0.654,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
hivrt,GenScore(ft_0.5),,,12.13,0.733,,0.246,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
hmdh,GenScore(ft_0.5),,,52.85,0.897,,0.787,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
hs90a,GenScore(ft_0.5),,,39.05,0.85,,0.583,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
hxk4,GenScore(ft_0.5),,,0,0.546,,0.02,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
igf1r,GenScore(ft_0.5),,,27.04,0.672,,0.421,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
inha,GenScore(ft_0.5),,,2.26,0.441,,0.079,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
ital,GenScore(ft_0.5),,,11,0.544,,0.198,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
jak2,GenScore(ft_0.5),,,57.24,0.97,,0.832,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
kif11,GenScore(ft_0.5),,,49.54,0.884,,0.755,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
kit,GenScore(ft_0.5),,,4.21,0.733,,0.091,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
kith,GenScore(ft_0.5),,,36.77,0.843,,0.658,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
kpcb,GenScore(ft_0.5),,,47.13,0.858,,0.679,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
lck,GenScore(ft_0.5),,,34.26,0.891,,0.553,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
lkha4,GenScore(ft_0.5),,,27.62,0.91,,0.587,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
mapk2,GenScore(ft_0.5),,,56.59,0.968,,0.88,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
mcr,GenScore(ft_0.5),,,26.21,0.899,,0.427,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
met,GenScore(ft_0.5),,,54.79,0.911,,0.722,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
mk01,GenScore(ft_0.5),,,14.06,0.791,,0.252,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
mk10,GenScore(ft_0.5),,,14.47,0.829,,0.266,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
mk14,GenScore(ft_0.5),,,26.76,0.717,,0.42,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
mmp13,GenScore(ft_0.5),,,43.53,0.925,,0.655,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
mp2k1,GenScore(ft_0.5),,,4.99,0.649,,0.121,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
nos1,GenScore(ft_0.5),,,1.99,0.523,,0.019,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
nram,GenScore(ft_0.5),,,43.88,0.992,,0.979,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
pa2ga,GenScore(ft_0.5),,,52.18,0.86,,0.795,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
parp1,GenScore(ft_0.5),,,59.51,0.971,,0.94,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
pde5a,GenScore(ft_0.5),,,26.83,0.793,,0.417,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
pgh1,GenScore(ft_0.5),,,8.62,0.694,,0.179,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
pgh2,GenScore(ft_0.5),,,17.81,0.77,,0.346,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
plk1,GenScore(ft_0.5),,,51.8,0.94,,0.776,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
pnph,GenScore(ft_0.5),,,68.06,0.928,,0.833,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
ppara,GenScore(ft_0.5),,,29.1,0.906,,0.618,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
ppard,GenScore(ft_0.5),,,30.12,0.909,,0.603,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
pparg,GenScore(ft_0.5),,,32.3,0.861,,0.562,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
prgr,GenScore(ft_0.5),,,33.61,0.893,,0.538,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
ptn1,GenScore(ft_0.5),,,44.77,0.839,,0.646,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
pur2,GenScore(ft_0.5),,,54.34,1,,1.021,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
pygm,GenScore(ft_0.5),,,3.87,0.642,,0.075,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
pyrd,GenScore(ft_0.5),,,15.52,0.858,,0.275,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
reni,GenScore(ft_0.5),,,29.43,0.658,,0.438,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
rock1,GenScore(ft_0.5),,,46.19,0.917,,0.729,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
rxra,GenScore(ft_0.5),,,39.59,0.987,,0.911,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
sahh,GenScore(ft_0.5),,,53.61,0.982,,0.879,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
src,GenScore(ft_0.5),,,16.74,0.766,,0.296,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
tgfr1,GenScore(ft_0.5),,,58.41,0.991,,0.889,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
thb,GenScore(ft_0.5),,,40.01,0.887,,0.696,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
thrb,GenScore(ft_0.5),,,48.78,0.943,,0.763,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
try1,GenScore(ft_0.5),,,37.55,0.911,,0.683,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
tryb1,GenScore(ft_0.5),,,23.53,0.795,,0.412,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
tysy,GenScore(ft_0.5),,,22.79,0.852,,0.433,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
urok,GenScore(ft_0.5),,,53.02,0.928,,0.791,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
vgfr2,GenScore(ft_0.5),,,22.12,0.598,,0.392,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
wee1,GenScore(ft_0.5),,,60.03,1,,1.003,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
xiap,GenScore(ft_0.5),,,51.69,0.938,,0.857,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
aa2ar,RTMScore,,,22.58,0.897,,0.813,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
abl1,RTMScore,,,25.33,0.807,,0.44,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
ace,RTMScore,,,50.22,0.869,,0.716,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
aces,RTMScore,,,25.84,0.604,,0.413,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
ada,RTMScore,,,53.06,0.945,,0.788,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
ada17,RTMScore,,,59.15,0.98,,0.846,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
adrb1,RTMScore,,,35.46,0.899,,0.545,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
adrb2,RTMScore,,,27.61,0.854,,0.435,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
akt1,RTMScore,,,20.86,0.795,,0.358,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
akt2,RTMScore,,,41.9,0.906,,0.691,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
aldr,RTMScore,,,11.96,0.611,,0.196,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
ampc,RTMScore,,,28.82,0.73,,0.466,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
andr,RTMScore,,,34.57,0.891,,0.556,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
aofb,RTMScore,,,0.82,0.656,,0.034,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
bace1,RTMScore,,,47.14,0.881,,0.69,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
braf,RTMScore,,,39.28,0.879,,0.571,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
cah2,RTMScore,,,28.42,0.734,,0.439,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
casp3,RTMScore,,,31.95,0.799,,0.515,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
cdk2,RTMScore,,,46.21,0.901,,0.715,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
comt,RTMScore,,,92.02,0.997,,0.977,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
cp2c9,RTMScore,,,1.65,0.619,,0.042,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
cp3a4,RTMScore,,,6.23,0.662,,0.116,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
csf1r,RTMScore,,,45.98,0.868,,0.622,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
cxcr4,RTMScore,,,5,0.839,,0.081,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
def,RTMScore,,,58.16,0.996,,0.983,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
dhi1,RTMScore,,,0.91,0.653,,0.027,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
dpp4,RTMScore,,,52.43,0.928,,0.698,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
drd3,RTMScore,,,3.34,0.675,,0.058,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
dyr,RTMScore,,,57.06,0.873,,0.735,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
egfr,RTMScore,,,51.26,0.9,,0.725,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
esr1,RTMScore,,,45.81,0.849,,0.701,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
esr2,RTMScore,,,47.23,0.907,,0.749,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
fa10,RTMScore,,,33.06,0.949,,0.802,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
fa7,RTMScore,,,53.63,0.991,,0.946,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
fabp4,RTMScore,,,32.97,0.823,,0.573,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
fak1,RTMScore,,,54.42,0.943,,0.881,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
fgfr1,RTMScore,,,1.35,0.507,,0.339,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
fkb1a,RTMScore,,,44.05,0.856,,0.756,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
fnta,RTMScore,,,29.19,0.882,,0.415,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
fpps,RTMScore,,,87.41,0.999,,0.963,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
gcr,RTMScore,,,11.4,0.689,,0.221,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
glcm,RTMScore,,,38.23,0.79,,0.549,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
gria2,RTMScore,,,0.63,0.558,,0.011,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
grik1,RTMScore,,,52.83,0.985,,0.788,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
hdac2,RTMScore,,,11.06,0.757,,0.196,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
hdac8,RTMScore,,,59.04,0.939,,0.8,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
hivint,RTMScore,,,6.97,0.652,,0.123,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
hivpr,RTMScore,,,47.47,0.885,,0.685,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
hivrt,RTMScore,,,9.46,0.727,,0.181,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
hmdh,RTMScore,,,52.85,0.91,,0.786,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
hs90a,RTMScore,,,44.79,0.858,,0.673,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
hxk4,RTMScore,,,0,0.571,,0.015,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
igf1r,RTMScore,,,26.37,0.698,,0.405,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
inha,RTMScore,,,4.51,0.425,,0.084,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
ital,RTMScore,,,11,0.505,,0.191,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
jak2,RTMScore,,,59.11,0.97,,0.836,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
kif11,RTMScore,,,52.11,0.885,,0.773,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
kit,RTMScore,,,6.62,0.764,,0.109,https://pubs.rsc.org/en/content/articlelanding/2023/SC/D3SC02044D,Uses non-normalized EF
